,new_house_price,Is_samambaia_norte,n_rooms,has_condominium,value_condominium,has_parking,n_parking,house_size,house_hyperlink
578,280000.0,0,5,1,0.0,1,2,288.0,https://df.olx.com.br/distrito-federal-e-regiao/imoveis/excelente-imovel-na-qr-515-em-samambaia-1118505130
579,140000.0,1,3,1,0.0,1,2,119.0,https://df.olx.com.br/distrito-federal-e-regiao/imoveis/oalmeida-casa-na-qr-423-samambaia-escriturada-140-mil-1098014664
580,318659.0,1,2,1,0.0,1,1,65.0,https://df.olx.com.br/distrito-federal-e-regiao/imoveis/apartamento-para-venda-possui-65-metros-quadrados-com-2-quartos-em-samambaia-norte-brasi-1118499564
581,320000.0,1,2,1,0.0,1,1,70.0,https://df.olx.com.br/distrito-federal-e-regiao/imoveis/apartamento-para-venda-possui-70-metros-quadrados-com-2-quartos-em-samambaia-norte-brasi-1105278500
582,39900.0,1,2,1,0.0,0,0,45.0,https://df.olx.com.br/distrito-federal-e-regiao/imoveis/prestacao-r-980-00-agio-de-apartamento-de-02-quartos-qs-427-samambaia-norte-1101594121
583,209000.0,0,2,1,0.0,0,0,44.0,https://df.olx.com.br/distrito-federal-e-regiao/imoveis/pronto-para-morar-a-venda-possui-44-metros-quadrados-com-2-quartos-em-samambaia-sul-1084744889
584,200000.0,1,4,1,0.0,0,0,112.0,https://df.olx.com.br/distrito-federal-e-regiao/imoveis/qr-211-lt-c-03-residencias-01-de-03-qts-e-02-de-01-qts-200-000-samambaia-norte-brasilia-1061693691
585,220000.0,1,2,1,0.0,1,3,112.0,https://df.olx.com.br/distrito-federal-e-regiao/imoveis/qr-205-casa-de-2-quartos-na-samambaia-norte-apenas-r-220-000-00-1102998392
586,330000.0,1,2,1,0.0,1,5,112.0,https://df.olx.com.br/distrito-federal-e-regiao/imoveis/qr-210-212-avenida-principal-lt-com-sobrado-simples-nos-fundos-r-330-000-samambaia-norte-1115658469
587,215000.0,1,3,1,0.0,1,3,128.0,https://df.olx.com.br/distrito-federal-e-regiao/imoveis/qr-404-otimo-lote-com-casa-com-3-quartos-em-samambaia-norte-brasilia-df-1118490345
588,250000.0,0,2,1,0.0,1,1,65.0,https://df.olx.com.br/distrito-federal-e-regiao/imoveis/apartamento-para-venda-com-2-quartos-em-samambaia-sul-brasilia-df-1116305143
589,318766.0,1,2,1,0.0,1,1,65.0,https://df.olx.com.br/distrito-federal-e-regiao/imoveis/apartamento-para-venda-com-65-metros-quadrados-com-2-quartos-em-samambaia-norte-brasilia-1118489188
590,280000.0,0,5,1,0.0,1,2,288.0,https://df.olx.com.br/distrito-federal-e-regiao/imoveis/excelente-imovel-na-qr-515-em-samambaia-1118488150
591,300000.0,1,2,1,0.0,1,2,180.0,https://df.olx.com.br/distrito-federal-e-regiao/imoveis/casa-bem-localizada-a-venda-samambaia-norte-com-2-quartos-1118483490
592,270000.0,0,3,1,0.0,1,2,80.0,https://df.olx.com.br/distrito-federal-e-regiao/imoveis/casa-com-3-dormitorios-a-venda-80-m-por-r-270-000-00-samambaia-sul-samambaia-df-967346167
593,750000.0,0,5,1,50.0,1,2,200.0,https://df.olx.com.br/distrito-federal-e-regiao/imoveis/vendo-casa-de-06-quartos-setor-de-mansoes-samambaia-1118474275
594,200000.0,0,2,1,0.0,1,2,90.0,https://df.olx.com.br/distrito-federal-e-regiao/imoveis/oportunidade-vendo-casa-na-qr-313-samambaia-com-2-quartos-1118472468
595,159900.0,0,1,1,350.0,1,1,30.0,https://df.olx.com.br/distrito-federal-e-regiao/imoveis/apartamento-para-venda-possui-30-metros-quadrados-com-1-quarto-em-samambaia-sul-brasilia-1071541211
596,250000.0,1,4,1,0.0,1,2,200.0,https://df.olx.com.br/distrito-federal-e-regiao/imoveis/sobrado-na-qr-425-samambaia-norte-aceita-financiamento-1049428534
597,179000.0,1,2,1,314.0,1,1,52.0,https://df.olx.com.br/distrito-federal-e-regiao/imoveis/qs-406-otimo-apartamento-2-quartos-garagem-coberta-ac-financiamet-em-samambaia-norte-bra-1118461635
598,153800.0,1,2,1,0.0,0,0,33.0,https://df.olx.com.br/distrito-federal-e-regiao/imoveis/apartamento-1e2-quartos-com-melhores-precos-da-regiao-de-samambaia-1063364512
599,370000.0,1,5,1,0.0,1,3,200.0,https://df.olx.com.br/distrito-federal-e-regiao/imoveis/excelente-sobrado-na-qr-206-samambaia-norte-5qrts-area-com-128m-370-mil-1073931357
600,219000.0,0,2,1,320.0,1,1,53.0,https://df.olx.com.br/distrito-federal-e-regiao/imoveis/excelente-apartamento-no-residencial-topazio-samambaia-sul-qs-519-2q-53m-10-andar-1094978185
601,270000.0,1,2,1,0.0,1,2,70.0,https://df.olx.com.br/distrito-federal-e-regiao/imoveis/casa-a-venda-na-qr-206-rua-principal-206-208-samambaia-norte-referencia-brb-e-metro-1018973433
602,400000.0,1,2,1,0.0,1,2,105.0,https://df.olx.com.br/distrito-federal-e-regiao/imoveis/excelente-casa-com-2-quartos-na-qr-402-samambaia-norte-1118453874
603,224000.0,1,2,1,485.0,1,1,49.0,https://df.olx.com.br/distrito-federal-e-regiao/imoveis/apartamento-para-venda-possui-49-metros-quadrados-com-2-quartos-em-samambaia-norte-brasi-991942350
604,44900.0,0,1,1,280.0,1,1,38.0,https://df.olx.com.br/distrito-federal-e-regiao/imoveis/prestacao-r-420-00-agio-apartamento-01-quarto-terreo-garden-qn-507-samambaia-su-1118453199
605,52000.0,0,1,1,245.0,0,0,10.0,https://df.olx.com.br/distrito-federal-e-regiao/imoveis/apartamento-para-venda-com-36-metros-quadrados-com-1-quarto-em-samambaia-sul-brasilia-1118445672
606,172000.0,1,2,1,0.0,1,1,33.0,https://df.olx.com.br/distrito-federal-e-regiao/imoveis/apartamento-para-venda-com-33-metros-quadrados-com-2-quartos-em-samambaia-norte-brasilia-1104773053
607,110000.0,1,2,0,0.0,1,2,200.0,https://df.olx.com.br/distrito-federal-e-regiao/imoveis/vd-casa-2-quartos-bem-localizado-na-qr-833-samambaia-norte-1118435649
608,278000.0,1,3,1,0.0,1,3,140.0,https://df.olx.com.br/distrito-federal-e-regiao/imoveis/qr-204-otima-casa-3-quartos-suite-lado-metro-escriturada-em-samambaia-norte-brasilia-d-1118430592
609,235000.0,0,4,1,0.0,1,1,100.0,https://df.olx.com.br/distrito-federal-e-regiao/imoveis/casa-com-4-quartos-na-qr506-em-samambaia-sul-brasilia-df-1115863538
610,135000.0,0,1,1,268.0,0,0,32.0,https://df.olx.com.br/distrito-federal-e-regiao/imoveis/apartamento-para-venda-tem-32-metros-quadrados-com-1-quarto-em-samambaia-sul-brasilia-908255437
611,390000.0,0,3,1,380.0,1,1,72.0,https://df.olx.com.br/distrito-federal-e-regiao/imoveis/apto-3-quartos-treviso-residence-qs-120-samambaia-df-1083559471
612,495000.0,0,3,1,0.0,1,5,317.0,https://df.olx.com.br/distrito-federal-e-regiao/imoveis/casa-para-venda-possui-317-metros-quadrados-com-3-quartos-em-samambaia-sul-brasilia-df-1118391558
613,420000.0,1,5,1,0.0,0,0,112.0,https://df.olx.com.br/distrito-federal-e-regiao/imoveis/qr-203-loja-grande-3-apartamentos-de-02-quartos-so-r-420-000-estudo-proposta-samambaia-1118391188
614,108000.0,1,2,1,0.0,1,3,150.0,https://df.olx.com.br/distrito-federal-e-regiao/imoveis/qr-827-otima-casa-com-2-quartos-em-samambaia-norte-brasilia-df-1118389928
615,320000.0,1,2,1,450.0,1,1,54.0,https://df.olx.com.br/distrito-federal-e-regiao/imoveis/apartamento-2-quartos-em-samambaia-norte-1118389780
616,64900.0,0,3,0,0.0,1,3,0.0,https://df.olx.com.br/distrito-federal-e-regiao/imoveis/agio-excelente-casa-3-quartos-casa-de-fundos-na-qr-127-samambaia-sul-imovel-reformado-1118384316
617,165000.0,0,2,1,0.0,1,2,140.0,https://df.olx.com.br/distrito-federal-e-regiao/imoveis/casa-de-2-quartos-com-kit-nos-fundos-samambaia-sul-df-991504396
618,260000.0,1,2,1,465.0,1,1,54.0,https://df.olx.com.br/distrito-federal-e-regiao/imoveis/apartamento-com-2-dormitorios-a-venda-54-m-por-r-260-000-00-samambaia-norte-samamba-1055228744
619,379900.0,0,3,1,0.0,1,3,135.0,https://df.olx.com.br/distrito-federal-e-regiao/imoveis/casa-3-quartos-e-loja-comercial-quadra-308-samambaia-943932612
620,95000.0,1,2,1,300.0,1,1,50.0,https://df.olx.com.br/distrito-federal-e-regiao/imoveis/agio-95-mil-apartamento-2-qts-em-samambaia-1086789259
621,210000.0,1,2,1,450.0,1,1,53.0,https://df.olx.com.br/distrito-federal-e-regiao/imoveis/apartamento-para-venda-possui-53-metros-quadrados-com-2-quartos-em-samambaia-norte-brasi-1049780614
622,170000.0,0,1,1,290.0,1,1,33.0,https://df.olx.com.br/distrito-federal-e-regiao/imoveis/apto-1-quarto-samambaia-ed-toronto-mall-1118356140
623,580000.0,1,5,1,0.0,1,4,300.0,https://df.olx.com.br/distrito-federal-e-regiao/imoveis/a-venda-linda-casa-na-qr-206-samambaia-5-quartos-terraco-esquina-1018986946
624,490000.0,1,5,1,0.0,1,2,112.0,https://df.olx.com.br/distrito-federal-e-regiao/imoveis/otimo-lote-com-03-moradias-sendo-casa-de-2-quartos-2-apartamentos-samambaia-norte-bra-1118347349
625,190000.0,1,3,1,0.0,1,4,160.0,https://df.olx.com.br/distrito-federal-e-regiao/imoveis/qr-419-lote-160-m-com-casa-3-quartos-r-190-000-a-c-financiamento-samambaia-norte-1118346836
626,345000.0,1,5,1,180.0,1,2,400.0,https://df.olx.com.br/distrito-federal-e-regiao/imoveis/qr-603-condominio-vida-nova-casa-de-400m-com-7-quartos-em-samambaia-norte-r-345-000-00-1118343010
627,260000.0,0,2,1,340.0,1,1,61.0,https://df.olx.com.br/distrito-federal-e-regiao/imoveis/apartamento-recem-entregue-pela-construtora-em-samambaia-1066258382
628,225000.0,1,2,1,0.0,1,2,128.0,https://df.olx.com.br/distrito-federal-e-regiao/imoveis/casa-para-venda-em-lote-com-128-m-com-2-quartos-sendo-uma-suite-em-samambaia-norte-bra-1026504800
629,128000.0,1,2,1,0.0,0,0,45.0,https://df.olx.com.br/distrito-federal-e-regiao/imoveis/qr-212-apartamento-com-2-quartos-de-45-m-em-samambaia-norte-so-r-128-000-00-1118331567
630,185000.0,1,2,1,0.0,1,4,160.0,https://df.olx.com.br/distrito-federal-e-regiao/imoveis/excelente-casa-na-qr-221-samambaia-norte-1118329900
631,129900.0,1,3,1,0.0,1,2,120.0,https://df.olx.com.br/distrito-federal-e-regiao/imoveis/oportunidade-de-fim-de-ano-vendo-lote-barato-com-duas-casas-2quartos-kit-samambaia-n-1118321333
632,241500.0,0,2,1,360.0,1,1,49.0,https://df.olx.com.br/distrito-federal-e-regiao/imoveis/apartamento-para-venda-possui-49-metros-quadrados-com-2-quartos-em-samambaia-sul-brasili-1109427033
633,44900.0,0,1,1,147.0,0,0,40.0,https://df.olx.com.br/distrito-federal-e-regiao/imoveis/agio-qs-111-samambaia-sul-apartamento-1-quarto-parcelas-520-00-reais-agende-sua-visita-1118305422
634,248000.0,1,2,1,350.0,1,1,60.0,https://df.olx.com.br/distrito-federal-e-regiao/imoveis/apartamento-lindo-2-quartos-com-armarios-na-melhor-quadra-de-samambaia-1118304578
635,70000.0,1,4,1,0.0,1,1,112.0,https://df.olx.com.br/distrito-federal-e-regiao/imoveis/agio-na-qr-425-na-samambaia-norte-1068528886
636,129900.0,1,3,1,0.0,1,2,120.0,https://df.olx.com.br/distrito-federal-e-regiao/imoveis/urgente-atencao-vendo-lote-barato-com-duas-casas-2quartos-kit-samambaia-norte-1118302204
637,290000.0,0,4,1,0.0,1,4,250.0,https://df.olx.com.br/distrito-federal-e-regiao/imoveis/casa-para-venda-possui-250-metros-quadrados-com-4-quartos-em-samambaia-sul-brasilia-df-1118297884
638,64900.0,0,1,0,0.0,0,0,40.0,https://df.olx.com.br/distrito-federal-e-regiao/imoveis/agio-qs-116-residencial-unique-samambaia-sul-apartamento-1-quarto-parcelas-573-00-reais-1118297500
639,190000.0,1,3,1,0.0,1,1,144.0,https://df.olx.com.br/distrito-federal-e-regiao/imoveis/casa-para-venda-com-144-metros-quadrados-com-3-quartos-em-samambaia-norte-brasilia-df-1118296564
640,205000.0,0,1,1,0.0,1,1,36.0,https://df.olx.com.br/distrito-federal-e-regiao/imoveis/apartamento-para-venda-possui-36-metros-quadrados-com-1-quarto-em-samambaia-sul-brasilia-1118286018
641,139000.0,1,3,1,0.0,1,1,140.0,https://df.olx.com.br/distrito-federal-e-regiao/imoveis/casa-para-venda-tem-140-metros-quadrados-com-3-quartos-em-samambaia-norte-brasilia-df-1118285657
642,258000.0,1,2,1,0.0,1,1,69.0,https://df.olx.com.br/distrito-federal-e-regiao/imoveis/apartamento-para-venda-possui-69-metros-quadrados-com-2-quartos-em-samambaia-norte-brasi-905662392
643,280000.0,1,4,1,0.0,1,3,250.0,https://df.olx.com.br/distrito-federal-e-regiao/imoveis/casa-para-venda-com-250-metros-quadrados-com-4-quartos-em-samambaia-norte-brasilia-df-1118279721
644,360000.0,1,2,1,0.0,1,1,57.0,https://df.olx.com.br/distrito-federal-e-regiao/imoveis/lindo-apartamento-2-qts-samambaia-norte-1096324538
645,128000.0,0,1,1,0.0,0,0,30.0,https://df.olx.com.br/distrito-federal-e-regiao/imoveis/apartamento-para-venda-tem-30-metros-quadrados-com-1-quarto-em-samambaia-sul-brasilia-1118277982
646,450000.0,0,3,1,0.0,1,2,126.0,https://df.olx.com.br/distrito-federal-e-regiao/imoveis/casa-para-venda-tem-126-metros-quadrados-com-3-quartos-em-samambaia-sul-brasilia-df-1118273727
647,365000.0,0,3,1,0.0,1,1,65.0,https://df.olx.com.br/distrito-federal-e-regiao/imoveis/apartamento-para-venda-com-3-quartos-em-samambaia-sul-1103440375
648,330000.0,1,5,1,0.0,1,3,171.0,https://df.olx.com.br/distrito-federal-e-regiao/imoveis/casa-para-venda-tem-171-metros-quadrados-com-5-quartos-em-samambaia-norte-brasilia-df-1118268186
649,240000.0,1,2,1,0.0,1,3,128.0,https://df.olx.com.br/distrito-federal-e-regiao/imoveis/casa-para-venda-possui-128-metros-quadrados-com-2-quartos-em-samambaia-norte-brasilia-1118267525
650,299000.0,0,2,1,498.0,1,1,61.0,https://df.olx.com.br/distrito-federal-e-regiao/imoveis/apartamento-de-02-quartos-com-suite-e-varanda-no-via-tropical-qr-301-samambaia-sul-1101585437
651,189999.0,1,2,1,202.0,1,1,50.0,https://df.olx.com.br/distrito-federal-e-regiao/imoveis/apartamento-2-quartos-qs-406-samambaia-aceita-financiamento-943510663
652,248000.0,1,2,1,220.0,1,1,96.0,https://df.olx.com.br/distrito-federal-e-regiao/imoveis/apartamento-2-quartos-com-garagem-centro-samambaia-com-armarios-planejados-1093898856
653,210000.0,0,2,1,0.0,1,1,60.0,https://df.olx.com.br/distrito-federal-e-regiao/imoveis/apartamento-qn-303-com-2-quartos-em-samambaia-sul-brasilia-df-1118212069
654,360000.0,0,5,1,0.0,1,3,380.0,https://df.olx.com.br/distrito-federal-e-regiao/imoveis/vendo-sobrado-3-pavimentos-qr-510-samambaia-sul-df-1057546118
655,1400000.0,0,2,1,0.0,0,0,600.0,https://df.olx.com.br/distrito-federal-e-regiao/imoveis/apartamento-residencial-em-brasilia-df-samambaia-sul-samambaia-1045449606
656,170000.0,1,2,1,0.0,1,1,33.0,https://df.olx.com.br/distrito-federal-e-regiao/imoveis/apartamento-para-venda-com-33-metros-quadrados-com-2-quartos-em-samambaia-norte-brasilia-1068463963
657,185000.0,1,2,1,0.0,1,1,47.0,https://df.olx.com.br/distrito-federal-e-regiao/imoveis/apartamento-para-venda-tem-47m-com-2-quartos-no-centro-de-samambaia-norte-brasilia-df-1029639291
658,160000.0,0,2,1,0.0,0,0,45.0,https://df.olx.com.br/distrito-federal-e-regiao/imoveis/apartamento-para-venda-com-2-quartos-em-samambaia-sul-brasilia-df-1116305824
659,212000.0,0,2,1,0.0,1,1,44.0,https://df.olx.com.br/distrito-federal-e-regiao/imoveis/apartamento-para-venda-com-44-metros-quadrados-com-2-quartos-em-samambaia-sul-brasilia-1093171158
660,175000.0,1,2,1,350.0,1,1,46.0,https://df.olx.com.br/distrito-federal-e-regiao/imoveis/apartamento-dois-quartos-elevador-e-garagem-em-samambaia-905612746
661,79900.0,1,2,1,0.0,1,1,50.0,https://df.olx.com.br/distrito-federal-e-regiao/imoveis/agio-apto-qr-402-samambaia-norte-1112016535
662,250000.0,0,2,1,300.0,0,0,61.0,https://df.olx.com.br/distrito-federal-e-regiao/imoveis/apartamento-2-quartos-sendo-1-suite-novo-residencial-espaco-samambaia-qs-113-1107582700
663,205000.0,0,2,1,315.0,1,5,57.0,https://df.olx.com.br/distrito-federal-e-regiao/imoveis/vendo-apartamento-localizado-na-qr-312-de-samambaia-sul-998918284
664,160000.0,1,3,1,0.0,1,2,105.0,https://df.olx.com.br/distrito-federal-e-regiao/imoveis/casa-de-03-quartos-na-625-samambaia-norte-so-165-000-1110434136
665,150000.0,0,2,1,260.0,0,0,42.0,https://df.olx.com.br/distrito-federal-e-regiao/imoveis/venda-apartamento-com-42-metros-quadrados-com-2-quartos-em-samambaia-sul-brasilia-df-1103614554
666,139000.0,0,1,1,280.0,0,0,33.0,https://df.olx.com.br/distrito-federal-e-regiao/imoveis/agio-de-apartamento-de-1-quarto-na-qs309-em-samambaia-sul-r-45000-00-brasilia-df-1074485205
667,59900.0,0,3,0,0.0,1,2,126.0,https://df.olx.com.br/distrito-federal-e-regiao/imoveis/agio-sem-transferencia-casa-3-quartos-suite-reformada-samambaia-sul-1118110578
668,315000.0,0,3,1,0.0,1,1,110.0,https://df.olx.com.br/distrito-federal-e-regiao/imoveis/casa-na-laje-para-venda-lote-de-150-m-com-3-quartos-em-samambaia-sul-brasilia-df-1037496115
669,150000.0,1,2,1,0.0,0,0,65.0,https://df.olx.com.br/distrito-federal-e-regiao/imoveis/vendo-apartamento-na-qs-427-de-samambaia-1020051738
670,2800000.0,0,5,1,0.0,0,0,1100.0,https://df.olx.com.br/distrito-federal-e-regiao/imoveis/sobrado-para-venda-possui-1100-metros-quadrados-com-6-quartos-em-samambaia-sul-brasilia-997637807
671,250000.0,0,2,1,290.0,1,1,47.0,https://df.olx.com.br/distrito-federal-e-regiao/imoveis/ilha-bela-02-quartos-nascente-samambaia-1038104885
672,550000.0,1,3,1,0.0,1,2,242.0,https://df.olx.com.br/distrito-federal-e-regiao/imoveis/sobrado-com-3-quartos-sendo-1-suite-na-qr-402-da-samambaia-norte-1113892402
673,206000.0,0,2,1,0.0,1,1,42.0,https://df.olx.com.br/distrito-federal-e-regiao/imoveis/apartamento-2-quartos-padrao-em-samambaia-sul-1082191480
674,64990.0,0,4,0,0.0,1,2,126.0,https://df.olx.com.br/distrito-federal-e-regiao/imoveis/agio-sem-transferencia-casa-4-quartos-reformada-samambaia-sul-1118097901
675,300000.0,1,2,1,0.0,1,3,150.0,https://df.olx.com.br/distrito-federal-e-regiao/imoveis/casa-ampa-bem-arejada-frente-livre-qr-410-samambaia-norte-1014227813
676,200000.0,0,2,1,0.0,1,4,130.0,https://df.olx.com.br/distrito-federal-e-regiao/imoveis/casa-para-venda-o-lote-possui-130-metros-quadrados-com-2-quartos-em-samambaia-sul-brasil-1066921270
677,230000.0,0,2,1,0.0,1,1,110.0,https://df.olx.com.br/distrito-federal-e-regiao/imoveis/oalmeida-qr-121-samambaia-sul-escriturado-samambaia-df-1022210747
678,204300.0,0,2,1,0.0,1,1,44.0,https://df.olx.com.br/distrito-federal-e-regiao/imoveis/apartamento-para-venda-tem-44-metros-quadrados-com-2-quartos-em-samambaia-sul-brasilia-1067535757
679,420000.0,0,3,1,0.0,1,4,112.0,https://df.olx.com.br/distrito-federal-e-regiao/imoveis/casa-para-venda-possui-112-metros-quadrados-com-3-quartos-em-samambaia-sul-brasilia-df-1116148124
680,209000.0,0,2,1,0.0,1,1,43.0,https://df.olx.com.br/distrito-federal-e-regiao/imoveis/mude-ja-apartamento-2-quartos-padrao-em-samambaia-sul-1062487070
681,420000.0,0,3,1,0.0,1,1,68.0,https://df.olx.com.br/distrito-federal-e-regiao/imoveis/apartamento-para-venda-possui-68-m-com-3-quartos-em-samambaia-sul-brasilia-df-1103401525
682,209000.0,0,1,1,0.0,1,1,36.0,https://df.olx.com.br/distrito-federal-e-regiao/imoveis/breve-lancamento-qs-116-samambaia-1-e-2-qtos-com-lazer-1101123375
683,340000.0,1,2,1,300.0,1,1,54.0,https://df.olx.com.br/distrito-federal-e-regiao/imoveis/apartamento-para-venda-com-54-metros-quadrados-com-2-quartos-em-samambaia-norte-brasilia-1066689312
684,210000.0,0,2,1,0.0,1,1,59.0,https://df.olx.com.br/distrito-federal-e-regiao/imoveis/apartamento-para-venda-com-2-quartos-em-samambaia-sul-brasilia-df-1118036781
685,245000.0,0,2,1,0.0,1,1,55.0,https://df.olx.com.br/distrito-federal-e-regiao/imoveis/apartamento-para-venda-com-2-quartos-em-samambaia-sul-brasilia-df-1118030797
686,589000.0,1,5,1,0.0,1,3,120.0,https://df.olx.com.br/distrito-federal-e-regiao/imoveis/sobrado-5-quartos-closet-e-garagem-qr401-samambaia-983152345
687,499000.0,0,4,1,0.0,1,2,260.0,https://df.olx.com.br/distrito-federal-e-regiao/imoveis/sobrado-para-venda-possui-260-metros-quadrados-com-4-quartos-em-samambaia-sul-brasilia-996701338
688,64900.0,1,1,1,147.0,0,0,33.0,https://df.olx.com.br/distrito-federal-e-regiao/imoveis/prestacao-r-573-00-agio-apartamento-01-quarto-com-varanda-qs-116-samambaia-sul-1118011107
689,44900.0,1,1,1,270.0,0,0,33.0,https://df.olx.com.br/distrito-federal-e-regiao/imoveis/prestacao-650-agio-apartamento-01-quarto-qn-505-samambaia-sul-residencial-girassol-1113884104
690,59900.0,0,3,1,0.0,1,3,119.0,https://df.olx.com.br/distrito-federal-e-regiao/imoveis/agio-sem-transferencia-casa-3-quartos-1-suite-samambaia-sul-1117036625
691,310000.0,0,2,1,0.0,1,1,100.0,https://df.olx.com.br/distrito-federal-e-regiao/imoveis/casa-na-qr-312-samambaia-sul-1005694306
692,550000.0,0,3,1,0.0,1,3,260.0,https://df.olx.com.br/distrito-federal-e-regiao/imoveis/sobrado-3-qtos-qr-120-samambaia-df-df-1064401626
693,350000.0,1,5,1,0.0,1,3,200.0,https://df.olx.com.br/distrito-federal-e-regiao/imoveis/sobrado-na-qr-601-samambaia-norte-escriturado-1029674681
694,260000.0,1,2,1,0.0,1,2,90.0,https://df.olx.com.br/distrito-federal-e-regiao/imoveis/casa-para-venda-tem-90-metros-quadrados-com-2-quartos-em-samambaia-norte-brasilia-df-1084126195
695,250000.0,0,2,0,0.0,0,0,0.0,https://df.olx.com.br/distrito-federal-e-regiao/imoveis/casa-qr-108-samambaia-1091222147
696,335000.0,0,3,1,0.0,1,5,181.0,https://df.olx.com.br/distrito-federal-e-regiao/imoveis/casa-para-venda-tem-181-metros-quadrados-com-3-quartos-em-samambaia-sul-brasilia-df-1113553042
697,135000.0,0,2,1,200.0,1,1,0.0,https://df.olx.com.br/distrito-federal-e-regiao/imoveis/apartamento-c-2-quartos-recem-reformado-com-cooktop-proximo-ao-metro-samambaia-sul-1117943622
698,495000.0,0,3,1,0.0,1,5,317.0,https://df.olx.com.br/distrito-federal-e-regiao/imoveis/casa-para-venda-possui-317-metros-quadrados-com-3-quartos-em-samambaia-sul-brasilia-df-1117934108
699,495000.0,0,3,1,0.0,1,5,317.0,https://df.olx.com.br/distrito-federal-e-regiao/imoveis/casa-para-venda-possui-317-metros-quadrados-com-3-quartos-em-samambaia-sul-brasilia-df-1117934069
700,190000.0,1,3,1,0.0,1,1,144.0,https://df.olx.com.br/distrito-federal-e-regiao/imoveis/casa-para-venda-possui-144-metros-quadrados-com-3-quartos-em-samambaia-norte-brasilia-1117925493
701,179999.0,1,4,1,0.0,0,0,126.0,https://df.olx.com.br/distrito-federal-e-regiao/imoveis/qr-205-207-so-179-999-99-lote-de-esquina-com-5-kits-otimo-p-renda-em-samambaia-norte-1113795159
702,299999.0,0,5,1,0.0,0,0,193.0,https://df.olx.com.br/distrito-federal-e-regiao/imoveis/lote-esquina-193-mts-com-03-residencias-excel-local-so-299-999-qr-110-samambaia-sul-bras-1058767370
703,290000.0,0,4,1,0.0,1,4,250.0,https://df.olx.com.br/distrito-federal-e-regiao/imoveis/casa-para-venda-tem-250-metros-quadrados-com-4-quartos-em-samambaia-sul-brasilia-df-1117917368
704,174990.0,1,2,1,0.0,1,1,33.0,https://df.olx.com.br/distrito-federal-e-regiao/imoveis/apartamento-para-venda-tem-33-metros-quadrados-com-2-quartos-em-samambaia-norte-brasilia-1073911836
705,485000.0,1,5,1,0.0,1,5,200.0,https://df.olx.com.br/distrito-federal-e-regiao/imoveis/casa-para-venda-o-lote-tem-200-m-com-3-alugueis-distintos-e-vagas-samambaia-norte-bra-1107856510
706,270000.0,1,2,0,0.0,1,1,56.0,https://df.olx.com.br/distrito-federal-e-regiao/imoveis/apartamento-2-quartos-c-varanda-56m-perto-do-metro-c-lazer-em-samambaia-sul-1092524058
707,330000.0,1,5,1,0.0,1,3,171.0,https://df.olx.com.br/distrito-federal-e-regiao/imoveis/casa-para-venda-tem-171-metros-quadrados-com-5-quartos-em-samambaia-norte-brasilia-df-1117890476
708,330000.0,1,5,1,0.0,1,3,171.0,https://df.olx.com.br/distrito-federal-e-regiao/imoveis/casa-para-venda-tem-171-metros-quadrados-com-5-quartos-em-samambaia-norte-brasilia-df-1117890456
709,205000.0,0,1,1,0.0,1,1,36.0,https://df.olx.com.br/distrito-federal-e-regiao/imoveis/apartamento-para-venda-tem-36-metros-quadrados-com-1-quarto-em-samambaia-sul-brasilia-1117890304
710,240000.0,1,2,1,0.0,1,3,128.0,https://df.olx.com.br/distrito-federal-e-regiao/imoveis/casa-para-venda-com-128-metros-quadrados-com-2-quartos-em-samambaia-norte-brasilia-df-1117881408
711,139000.0,1,3,1,0.0,1,1,140.0,https://df.olx.com.br/distrito-federal-e-regiao/imoveis/casa-para-venda-possui-140-metros-quadrados-com-3-quartos-em-samambaia-norte-brasilia-1117879784
712,265000.0,0,3,1,0.0,1,4,120.0,https://df.olx.com.br/distrito-federal-e-regiao/imoveis/casa-escriturada-a-venda-na-qr-512-samambaia-sul-1108085266
713,128000.0,0,1,1,0.0,0,0,30.0,https://df.olx.com.br/distrito-federal-e-regiao/imoveis/apartamento-para-venda-com-30-metros-quadrados-com-1-quarto-em-samambaia-sul-brasilia-1117870470
714,450000.0,0,3,1,0.0,1,2,126.0,https://df.olx.com.br/distrito-federal-e-regiao/imoveis/casa-para-venda-tem-126-metros-quadrados-com-3-quartos-em-samambaia-sul-brasilia-df-1117865588
715,280000.0,1,4,1,0.0,1,3,250.0,https://df.olx.com.br/distrito-federal-e-regiao/imoveis/casa-para-venda-tem-250-metros-quadrados-com-4-quartos-em-samambaia-norte-brasilia-df-1117864856
716,163000.0,1,2,1,0.0,0,0,33.0,https://df.olx.com.br/distrito-federal-e-regiao/imoveis/apartamento-para-venda-com-33-metros-quadrados-com-2-quartos-em-samambaia-norte-brasilia-1084783833
717,380000.0,1,2,1,0.0,1,2,100.0,https://df.olx.com.br/distrito-federal-e-regiao/imoveis/casa-na-qr-402-samambaia-norte-avenida-comercial-e-residencial-otima-localizacao-1057589331
718,250000.0,0,2,1,500.0,1,1,50.0,https://df.olx.com.br/distrito-federal-e-regiao/imoveis/apartamento-para-venda-possui-50-metros-quadrados-com-2-quartos-em-samambaia-sul-brasili-1025161947
719,345000.0,1,5,1,180.0,1,2,400.0,https://df.olx.com.br/distrito-federal-e-regiao/imoveis/qr-603-condominio-vida-nova-casa-de-400-m-com-7-quartos-em-samambaia-norte-1115786251
