,house_price,house_region,n_bedrooms,has_condominium,value_condominium,has_garage,n_garage,house_size,house_hyperlink,house_category,n_bathrooms,zip_code,street_address,metro_distance,latitude,longitude,all_together
1206,290000.0,Sul,4,Com condomínio,0.0,Com garagem,4,250.0,https://df.olx.com.br/distrito-federal-e-regiao/imoveis/casa-para-venda-com-250-metros-quadrados-com-4-quartos-em-samambaia-sul-brasilia-df-1113863178,Casas,2,72313700.0,QR 511,3,-15.891832465031948, -48.10133256223572,QR 511- Samambaia Sul- Casas
2344,415000.0,Norte,3,Com condomínio,0.0,Com garagem,1,69.0,https://df.olx.com.br/distrito-federal-e-regiao/imoveis/excelente-apartamento-3q-69m-portal-do-sol-1041213759,Apartamentos,2,72320302.0,QI 416 Conjunto 2,3,-15.855954181583032, -48.06950116272218,QI 416- Samambaia Norte- Apartamentos
1080,185000.0,Sul,3,Com condomínio,0.0,Com garagem,2,185.0,https://df.olx.com.br/distrito-federal-e-regiao/imoveis/qr-510-casa-de-esquina-samambaia-sul-otima-localizacao-1045309417,Casas,1,72312601.0,QR 510 Conjunto 1,3,-15.88193830368694, -48.07073800075385,QR 510- Samambaia Sul- Casas
1560,200000.0,Sul,2,Com condomínio,0.0,Com garagem,2,90.0,https://df.olx.com.br/distrito-federal-e-regiao/imoveis/oportunidade-vendo-casa-na-qr-313-samambaia-com-2-quartos-1105314239,,,,,3,,,
2305,259900.0,Sul,2,Com condomínio,0.0,Com garagem,2,117.0,https://df.olx.com.br/distrito-federal-e-regiao/imoveis/oportunidade-unica-linda-casa-na-qr-312-2quartos-localizacao-privilegiada-escritura-c-1115313975,,,,,3,,,
221,170000.0,Sul,3,Sem condomínio,0.0,Com garagem,2,,https://df.olx.com.br/distrito-federal-e-regiao/imoveis/casa-samambaia-tres-quartos-1108322117,Casas,2,72306806.0,QR 310 Conjunto 5-A,2,-15.87628690321509, -48.07221390651939,QR 310- Samambaia Sul- Casas
643,280000.0,Norte,4,Com condomínio,0.0,Com garagem,3,250.0,https://df.olx.com.br/distrito-federal-e-regiao/imoveis/casa-para-venda-com-250-metros-quadrados-com-4-quartos-em-samambaia-norte-brasilia-df-1118279721,Casas,4,72321300.0,QR 413,3,-15.879102834660232, -48.11158794203517,QR 413- Samambaia Norte- Casas
1320,200000.0,Sul,2,Com condomínio,0.0,Com garagem,2,90.0,https://df.olx.com.br/distrito-federal-e-regiao/imoveis/oportunidade-vendo-casa-na-qr-313-samambaia-com-2-quartos-1112589295,Casas,1,72307310.0,QR 313 Conjunto 10,3,-15.890086644152207, -48.10608774579253,QR 313- Samambaia Sul- Casas
2307,212000.0,Sul,2,Com condomínio,0.0,Com garagem,1,42.0,https://df.olx.com.br/distrito-federal-e-regiao/imoveis/apartamento-2-quartos-1093120729,Apartamentos,1,72310000.0,,3,,,
1786,222000.0,Norte,2,Com condomínio,270.0,Com garagem,1,48.0,https://df.olx.com.br/distrito-federal-e-regiao/imoveis/apartamento-de-2-quartos-de-48-m-na-403-samambaia-norte-planejado-1022503214,Apartamentos,1,72319100.0,QR 403,3,-15.87168084960523, -48.09594620635299,QR 403- Samambaia Norte- Apartamentos
27,329000.0,Norte,4,Sem condomínio,0.0,Com garagem,3,198.0,https://df.olx.com.br/distrito-federal-e-regiao/imoveis/samambaia-qr-606-sobrado-4-quartos-suite-garagem-coberta-aceita-trocas-1051430158,Casas,3,72322200.0,QR 606,3,-15.858012381637142, -48.085856894840575,QR 606- Samambaia Norte- Casas
597,179000.0,Norte,2,Com condomínio,314.0,Com garagem,1,52.0,https://df.olx.com.br/distrito-federal-e-regiao/imoveis/qs-406-otimo-apartamento-2-quartos-garagem-coberta-ac-financiamet-em-samambaia-norte-bra-1118461635,Apartamentos,1,72318571.0,QS 406 Conjunto A Comércio,3,-15.864429527293499, -48.08242791463846,QR 406- Samambaia Norte- Apartamentos
1953,325000.0,Sul,2,Com condomínio,480.0,Com garagem,1,65.0,https://df.olx.com.br/distrito-federal-e-regiao/imoveis/apartamento-2-quartos-sendo-1-suite-lazer-completo-aceita-financiamento-e-fgts-1095427336,Apartamentos,2,72300533.0,Quadra 301 Conjunto 2,3,,,Quadra 301- Samambaia Sul- Apartamentos
1896,209000.0,Sul,2,Com condomínio,0.0,Com garagem,1,42.0,https://df.olx.com.br/distrito-federal-e-regiao/imoveis/apartamento-com-otimos-precos-1086746214,Apartamentos,1,72310000.0,QN 320,3,-15.874505597460054, -48.06054300742409,QR 320- Samambaia Sul- Apartamentos
1011,200000.0,Sul,2,Com condomínio,261.0,Com garagem,1,46.0,https://df.olx.com.br/distrito-federal-e-regiao/imoveis/apartamento-com-2-dormitorios-a-venda-46-m-por-r-200-000-00-samambaia-sul-samambaia-1097024829,,,,,3,,,
493,770000.0,Norte,2,Com condomínio,600.0,Com garagem,1,91.0,https://df.olx.com.br/distrito-federal-e-regiao/imoveis/brasilia-apartamento-padrao-samambaia-norte-samambaia-1099190933,Apartamentos,2,72331509.0,QS 601 Conjunto I Comércio,3,-15.86498246497334, -48.0961597443023,QR 601- Samambaia Norte- Apartamentos
773,114000.0,Norte,2,Com condomínio,425.0,Com garagem,1,55.0,https://df.olx.com.br/distrito-federal-e-regiao/imoveis/agio-apartamento-02-quartos-suite-residencial-classic-prive-qr-501-samambaia-sul-1107195793,Apartamentos,2,72321103.0,QR 409 Conjunto 3,3,-15.875483241716069, -48.10555950870533,QR 409- Samambaia Norte- Apartamentos
2339,230000.0,Sul,2,Com condomínio,487.0,Com garagem,2,47.0,https://df.olx.com.br/distrito-federal-e-regiao/imoveis/apartamento-2-quartos-2-vagas-de-garagem-resid-vintage-303-aceita-financiamento-1077968845,Apartamentos,1,72305101.0,QR 303 Conjunto 1,3,-15.882072521898367, -48.09155373078865,QR 303- Samambaia Sul- Apartamentos
2379,171000.0,Norte,2,Com condomínio,0.0,Com garagem,1,33.0,https://df.olx.com.br/distrito-federal-e-regiao/imoveis/ap-c-garagem-lazer-completo-ganhe-subsidio-e-compre-c-desconto-1063722830,Apartamentos,1,72321007.0,QR 407 Conjunto 7,3,-15.876050241346821, -48.10125828557616,QR 407- Samambaia Norte- Apartamentos
1407,45000.0,Norte,3,Sem condomínio,0.0,Com garagem,2,,https://df.olx.com.br/distrito-federal-e-regiao/imoveis/agio-casa-3-quartos-em-samambaia-norte-1110386551,Casas,1,72338713.0,QR 831 Conjunto 3,3,-15.887852615144755, -48.14627588584832,QR 831- Samambaia Norte- Casas
1572,330000.0,Norte,5,Com condomínio,0.0,Com garagem,3,171.0,https://df.olx.com.br/distrito-federal-e-regiao/imoveis/casa-para-venda-com-171-metros-quadrados-com-5-quartos-em-samambaia-norte-brasilia-df-1105049879,,,,,3,,,
1097,220000.0,Norte,2,Com condomínio,400.0,Com garagem,1,58.0,https://df.olx.com.br/distrito-federal-e-regiao/imoveis/apartamento-2-quartos-para-venda-em-brasilia-samambaia-norte-samambaia-2-dormitorios-1098673428,Apartamentos,1,72316524.0,QN 210 Conjunto D Comércio,1,-15.863758482999485, -48.07577624519392,QR 210- Samambaia Norte- Apartamentos
2871,183000.0,Norte,2,Com condomínio,0.0,Com garagem,1,33.0,https://df.olx.com.br/distrito-federal-e-regiao/imoveis/apartamento-1e2-quartos-com-subsidio-de-ate-47mil-1109386850,Apartamentos,1,72321001.0,QR 407 Conjunto 1,3,-15.876050241346821, -48.10125828557616,QR 407- Samambaia Norte- Apartamentos
546,190000.0,Sul,2,Com condomínio,316.0,Com garagem,1,49.0,https://df.olx.com.br/distrito-federal-e-regiao/imoveis/qd-312-res-gontijo-apartamento-2-quartos-com-varanda-samambaia-sul-1092869828,Apartamentos,1,72308006.0,QN 312 Conjunto 6,3,-15.876737115665238, -48.06993093234583,QR 312- Samambaia Sul- Apartamentos
1509,159000.0,Norte,2,Com condomínio,0.0,Com garagem,2,154.0,https://df.olx.com.br/distrito-federal-e-regiao/imoveis/qr-221-otima-casa-2-quartos-mais-1-barraco-em-samambaia-norte-brasilia-df-1107037913,Casas,1,72345104.0,QR 221 Conjunto 4,3,-15.888406615173203, -48.120955895384036,QR 221- Samambaia Norte- Casas
728,350000.0,Sul,2,Com condomínio,1082.0,Com garagem,2,92.0,https://df.olx.com.br/distrito-federal-e-regiao/imoveis/apartamento-com-2-dormitorios-a-venda-92-m-samambaia-sul-samambaia-df-1097434604,Apartamentos,1,72301502.0,QS 103 Conjunto 2 Comércio,3,-15.87905182654271, -48.0941768312436,QR 103- Samambaia Sul- Apartamentos
1282,300000.0,Norte,2,Com condomínio,0.0,Com garagem,2,180.0,https://df.olx.com.br/distrito-federal-e-regiao/imoveis/casa-bem-localizada-a-venda-samambaia-norte-com-2-quartos-1113010881,Casas,2,72316100.0,QR 208,1,-15.866979173793517, -48.077716734438376,QR 208- Samambaia Norte- Casas
2804,120000.0,Sul,2,Com condomínio,199.0,Com garagem,1,49.0,https://df.olx.com.br/distrito-federal-e-regiao/imoveis/vendo-agio-ap-samabaia-sul-qd-118-prestacao-700-reais-1110175313,Apartamentos,1,72302851.0,QN 118 Conjunto 1,3,-15.867567088365508, -48.06461684259848,QR 118- Samambaia Sul- Apartamentos
2322,139900.0,Norte,5,Com condomínio,0.0,Sem garagem,0,187.0,https://df.olx.com.br/distrito-federal-e-regiao/imoveis/urgente-atencao-investidor-lote-com-tres-casas-esquinao-187m-escriturado-confira-1115258586,,,,,3,,,
2492,209900.0,Sul,2,Com condomínio,0.0,Com garagem,1,42.0,https://df.olx.com.br/distrito-federal-e-regiao/imoveis/apartamento-2-quartos-pronto-para-morar-1085554098,Apartamentos,1,72310000.0,QN 320,3,-15.874505597460054, -48.06054300742409,QR 320- Samambaia Sul- Apartamentos
1417,209000.0,Sul,2,Com condomínio,0.0,Com garagem,1,42.0,https://df.olx.com.br/distrito-federal-e-regiao/imoveis/apartamento-2-quartos-em-samambaia-sul-1084728529,Apartamentos,1,72310001.0,QN 320 Conjunto 1,3,-15.874505597460054, -48.06054300742409,QR 320- Samambaia Sul- Apartamentos
633,44900.0,Sul,1,Com condomínio,147.0,Sem garagem,0,40.0,https://df.olx.com.br/distrito-federal-e-regiao/imoveis/agio-qs-111-samambaia-sul-apartamento-1-quarto-parcelas-520-00-reais-agende-sua-visita-1118305422,Apartamentos,1,72301554.0,QS 111 Conjunto I,3,-15.88451055143896, -48.10504851040007,QR 111- Samambaia Sul- Apartamentos
1307,320000.0,Norte,2,Com condomínio,405.0,Com garagem,1,49.0,https://df.olx.com.br/distrito-federal-e-regiao/imoveis/venda-apartamento-2-quartos-samambaia-norte-samambaia-1112739582,Apartamentos,2,72320540.0,QN 412,3,-15.859811710860406, -48.074294258914115,QR 412- Samambaia Norte- Apartamentos
194,195000.0,Norte,2,Com condomínio,440.0,Com garagem,1,50.0,https://df.olx.com.br/distrito-federal-e-regiao/imoveis/apartamento-em-samambaia-norte-2-quartos-1111972043,Apartamentos,1,72320018.0,QR 410 Conjunto 15-A,2,-15.860899954620459, -48.07705924177919,QR 410- Samambaia Norte- Apartamentos
835,159000.0,Sul,1,Com condomínio,0.0,Sem garagem,0,31.0,https://df.olx.com.br/distrito-federal-e-regiao/imoveis/apartamento-tem-31-m2-com-1-quarto-em-samambaia-sul-brasilia-df-1093991875,Apartamentos,1,72300647.0,Quadra 302 Conjunto 9,3,,,Quadra 302- Samambaia Sul- Apartamentos
2125,290000.0,Norte,2,Sem condomínio,0.0,Com garagem,1,105.0,https://df.olx.com.br/distrito-federal-e-regiao/imoveis/casa-de-2-quartos-qr-402-imovel-ja-avaliado-pela-caixa-oportunidade-1116931326,Casas,1,72318029.0,QR 402 Conjunto 28,2,-15.866307259725222, -48.08834855531934,QR 402- Samambaia Norte- Casas
799,149300.0,Norte,1,Com condomínio,0.0,Com garagem,1,33.0,https://df.olx.com.br/distrito-federal-e-regiao/imoveis/apartamento-para-venda-com-33-metros-quadrados-podendo-ser-1-ou-2-em-samambaia-norte-bra-1051615707,Apartamentos,1,72321007.0,QR 407 Conjunto 7,3,-15.876050241346821, -48.10125828557616,QR 407- Samambaia Norte- Apartamentos
2253,350000.0,Norte,2,Com condomínio,570.0,Com garagem,1,60.0,https://df.olx.com.br/distrito-federal-e-regiao/imoveis/qi-416-apartamento-de-2-quartos-com-area-de-lazer-de-60m-1099830107,Apartamentos,1,72320300.0,QI 416,3,-15.855954181583032, -48.06950116272218,QI 416- Samambaia Norte- Apartamentos
1398,130000.0,Norte,2,Sem condomínio,0.0,Sem garagem,0,,https://df.olx.com.br/distrito-federal-e-regiao/imoveis/apartamento-2-quartos-area-de-lazer-samambaia-norte-qr-408-1110635759,Apartamentos,1,72318309.0,QR 408 Conjunto 9,2,-15.862810942571167, -48.079925793846854,QR 408- Samambaia Norte- Apartamentos
1950,183000.0,Norte,2,Com condomínio,0.0,Com garagem,1,33.0,https://df.olx.com.br/distrito-federal-e-regiao/imoveis/apartamento-2qrts-conjugado-ate-zero-de-entrada-1105715365,Apartamentos,1,72321000.0,QR 407,3,-15.876050241346821, -48.10125828557616,QR 407- Samambaia Norte- Apartamentos
2500,399000.0,Norte,3,Com condomínio,0.0,Com garagem,3,165.0,https://df.olx.com.br/distrito-federal-e-regiao/imoveis/qr-210-otima-casa-na-laje-3-quartos-suite-lado-metro-escriturado-1113843769,,,,,3,,,
2084,171000.0,Norte,2,Com condomínio,0.0,Sem garagem,0,33.0,https://df.olx.com.br/distrito-federal-e-regiao/imoveis/apartamento-com-2-quartos-ate-100-financiado-renda-a-partir-de-1-700-1117266703,Apartamentos,1,72321000.0,QR 407,3,-15.876050241346821, -48.10125828557616,QR 407- Samambaia Norte- Apartamentos
1978,210000.0,Sul,2,Com condomínio,300.0,Com garagem,1,44.0,https://df.olx.com.br/distrito-federal-e-regiao/imoveis/2-quartos-itbi-e-registro-gratis-ganhe-subsidio-1099495867,Apartamentos,1,72309302.0,QR 321 Conjunto 2,3,-15.896158968539169, -48.11739441518057,QR 321- Samambaia Sul- Apartamentos
2397,163600.0,Norte,2,Com condomínio,0.0,Sem garagem,0,33.0,https://df.olx.com.br/distrito-federal-e-regiao/imoveis/apartamento-1e2-quartos-com-lazer-completo-1085569753,Apartamentos,1,72321000.0,QR 407,3,-15.876050241346821, -48.10125828557616,QR 407- Samambaia Norte- Apartamentos
326,350000.0,Norte,5,Com condomínio,0.0,Com garagem,3,210.0,https://df.olx.com.br/distrito-federal-e-regiao/imoveis/casa-sobrado-em-samambaia-norte-brasilia-df-1079699611,Casas,5 ou mais,72318116.0,QR 404 Conjunto 14,2,-15.86494717304739, -48.08639348082362,QR 404- Samambaia Norte- Casas
1231,249738.0,Sul,2,Com condomínio,0.0,Com garagem,1,49.0,https://df.olx.com.br/distrito-federal-e-regiao/imoveis/apartamento-para-venda-com-49-metros-quadrados-com-2-quartos-em-samambaia-sul-brasilia-1113557644,Apartamentos,2,72300533.0,Quadra 301 Conjunto 2,3,,,Quadra 301- Samambaia Sul- Apartamentos
38,250000.0,Norte,3,Com condomínio,0.0,Com garagem,2,90.0,https://df.olx.com.br/distrito-federal-e-regiao/imoveis/samambaia-norte-casa-03-quartos-1023520828,Casas,1,72325209.0,QR 423 Conjunto 8,3,-15.8851399022477, -48.124179267941564,QR 423- Samambaia Norte- Casas
439,340000.0,Sul,2,Com condomínio,431.0,Com garagem,1,54.0,https://df.olx.com.br/distrito-federal-e-regiao/imoveis/brasilia-apartamento-padrao-samambaia-sul-samambaia-1094499006,Apartamentos,2,72300653.0,Quadra 302 Conjunto 12,3,,,Quadra 302- Samambaia Sul- Apartamentos
1720,195000.0,Sul,1,Com condomínio,0.0,Com garagem,1,36.0,https://df.olx.com.br/distrito-federal-e-regiao/imoveis/apartamento-para-venda-tem-72-metros-quadrados-com-1-quarto-em-samambaia-sul-brasilia-1095070433,Apartamentos,1,72300647.0,Quadra 302 Conjunto 9,3,,,Quadra 302- Samambaia Sul- Apartamentos
1713,270000.0,Norte,3,Sem condomínio,0.0,Com garagem,3,126.0,https://df.olx.com.br/distrito-federal-e-regiao/imoveis/casa-qr-409-samambaia-norte-1095979986,Casas,2,72321102.0,QR 409 Conjunto 2,3,-15.876344180008788, -48.104958015049554,QR 409- Samambaia Norte- Casas
587,215000.0,Norte,3,Com condomínio,0.0,Com garagem,3,128.0,https://df.olx.com.br/distrito-federal-e-regiao/imoveis/qr-404-otimo-lote-com-casa-com-3-quartos-em-samambaia-norte-brasilia-df-1118490345,,,,,3,,,
311,220000.0,Norte,3,Com condomínio,0.0,Com garagem,2,200.0,https://df.olx.com.br/distrito-federal-e-regiao/imoveis/sobrado-em-samambaia-qr-615-1090164888,Casas,3,72331801.0,QR 615 Conjunto 1,3,-15.874322573005268, -48.117607283719614,QR 615- Samambaia Norte- Casas
458,65000.0,Norte,2,Com condomínio,350.0,Com garagem,1,51.0,https://df.olx.com.br/distrito-federal-e-regiao/imoveis/vendo-agio-de-2qtos-em-samambaia-norte-1107918677,Apartamentos,1,72320018.0,QR 410 Conjunto 15-A,2,-15.860899954620459, -48.07705924177919,QR 410- Samambaia Norte- Apartamentos
1787,170000.0,Norte,2,Com condomínio,315.0,Com garagem,1,48.0,https://df.olx.com.br/distrito-federal-e-regiao/imoveis/apartamento-com-2-dormitorios-a-venda-48-m-por-r-170-000-samambaia-norte-df-1019896042,Apartamentos,1,72321556.0,QS 411 Conjunto F,3,-15.87917262754653, -48.107506711190055,QR 411- Samambaia Norte- Apartamentos
854,580000.0,Sul,3,Com condomínio,580.0,Com garagem,2,81.0,https://df.olx.com.br/distrito-federal-e-regiao/imoveis/lindo-apartamento-na-qr-301-samambaia-sul-residencial-via-solare-aceita-financiamento-1091263011,Apartamentos,2,72300533.0,Quadra 301 Conjunto 2,3,,,Quadra 301- Samambaia Sul- Apartamentos
886,135000.0,Sul,1,Com condomínio,320.0,Sem garagem,0,30.0,https://df.olx.com.br/distrito-federal-e-regiao/imoveis/vendo-otimo-ap-de-1-quarto-em-samambaia-sul-qs-320-residencial-imperio-lazer-completo-1111321615,Apartamentos,1,72310501.0,QS 320 Conjunto 1 Comércio,2,-15.874505597460054, -48.06054300742409,QR 320- Samambaia Sul- Apartamentos
1820,380000.0,Norte,2,Com condomínio,0.0,Sem garagem,0,150.0,https://df.olx.com.br/distrito-federal-e-regiao/imoveis/casa-no-corumba-iv-chacara-com-casa-2q-1s-2-500m2-porteira-fechada-1118598938,,,,,3,,,
1302,450000.0,Sul,3,Com condomínio,0.0,Com garagem,2,126.0,https://df.olx.com.br/distrito-federal-e-regiao/imoveis/casa-para-venda-possui-126-metros-quadrados-com-3-quartos-em-samambaia-sul-brasilia-df-1112825479,Casas,1,72314300.0,QR 516,3,-15.88003447407259, -48.06303214526124,QR 516- Samambaia Sul- Casas
561,190000.0,Norte,3,Com condomínio,0.0,Com garagem,1,144.0,https://df.olx.com.br/distrito-federal-e-regiao/imoveis/casa-para-venda-possui-144-metros-quadrados-com-3-quartos-em-samambaia-norte-brasilia-1102437758,,,,,3,,,
1979,160800.0,Norte,2,Com condomínio,0.0,Sem garagem,0,33.0,https://df.olx.com.br/distrito-federal-e-regiao/imoveis/apartamento-2qrts-com-melhores-condicoes-no-df-1067049483,,,,,3,,,
2215,89900.0,Norte,2,Sem condomínio,0.0,Com garagem,2,,https://df.olx.com.br/distrito-federal-e-regiao/imoveis/casa-qr-410--trata-se-de-um-agio-1116039288,Casas,1,72320027.0,QR 410 Conjunto 24,2,-15.8591555086571, -48.07781388393629,QR 410- Samambaia Norte- Casas
2725,165000.0,Norte,2,Com condomínio,0.0,Com garagem,1,44.0,https://df.olx.com.br/distrito-federal-e-regiao/imoveis/ap-1ou-2-quartos-facilidades-na-entrada-ibti-e-registro-gratis-ganhe-subsidio-1086442501,Apartamentos,1,72321008.0,QR 407 Conjunto 8,3,-15.876050241346821, -48.10125828557616,QR 407- Samambaia Norte- Apartamentos
2056,360000.0,Norte,3,Com condomínio,0.0,Com garagem,3,144.0,https://df.olx.com.br/distrito-federal-e-regiao/imoveis/qr-414-a-c-financiar-lt-esquina-com-cs-03-qts-garagem-colonial-bem-local-vlr-360-000-1019097082,Casas,2,72320200.0,QR 414,2,-15.857542742568548, -48.07193634305087,QR 414- Samambaia Norte- Casas
1207,156000.0,Norte,2,Sem condomínio,0.0,Com garagem,3,80.0,https://df.olx.com.br/distrito-federal-e-regiao/imoveis/casa-com-2-quartos-em-samambaia-norte-1058964848,Casas,1,72323015.0,QR 415 Conjunto 15,3,-15.879952682070021, -48.11373162729978,QR 415- Samambaia Norte- Casas
197,210000.0,Norte,2,Sem condomínio,0.0,Com garagem,1,57.0,https://df.olx.com.br/distrito-federal-e-regiao/imoveis/apartamento-samambaia-2qts-garagem-financia-1111528396,Apartamentos,1,72318572.0,QS 406 Conjunto B Comércio,3,-15.864429527293499, -48.08242791463846,QR 406- Samambaia Norte- Apartamentos
1885,314900.0,Sul,3,Com condomínio,0.0,Com garagem,1,68.0,https://df.olx.com.br/distrito-federal-e-regiao/imoveis/atencao-urgente-vendo-excelente-apartamento-3-quartos-c-suite-ac-financiamento-1118342315,,,,,3,,,
2730,50000.0,Norte,2,Sem condomínio,0.0,Sem garagem,0,,https://df.olx.com.br/distrito-federal-e-regiao/imoveis/oportunidade-agio-qr-209-2-quartos-av-principal-nao-exijo-transferencia-1108675272,,,,,3,,,
533,310000.0,Sul,2,Com condomínio,0.0,Com garagem,1,112.0,https://df.olx.com.br/distrito-federal-e-regiao/imoveis/casa-a-venda-112-m-por-r-310-000-00-samambaia-sul-samambaia-df-960362282,Casas,1,72304011.0,QR 120 Conjunto 11,1,-15.867649385377758, -48.06217117362418,QR 120- Samambaia Sul- Casas
2664,204500.0,Sul,2,Com condomínio,0.0,Com garagem,1,43.0,https://df.olx.com.br/distrito-federal-e-regiao/imoveis/entrada-facilitada-use-fgts-ganhe-subsidio-apartamento-2-quartos-1068820562,Apartamentos,1,72309307.0,QR 321 Conjunto 7,3,-15.896158968539169, -48.11739441518057,QR 321- Samambaia Sul- Apartamentos
764,270000.0,Norte,2,Com condomínio,0.0,Com garagem,2,115.0,https://df.olx.com.br/distrito-federal-e-regiao/imoveis/casa-2-quartos-ac-financiamento-samambaia-q-411-1018051511,Casas,1,72321204.0,QR 411 Conjunto 4,3,-15.878140616941456, -48.10860095074429,QR 411- Samambaia Norte- Casas
1957,199000.0,Norte,3,Com condomínio,0.0,Com garagem,5,130.0,https://df.olx.com.br/distrito-federal-e-regiao/imoveis/casa-para-venda-com-130-metros-quadrados-com-3-quartos-sao-duas-casas-no-lote-escriturada-1083866496,Casas,2,72321305.0,QR 413 Conjunto 5,3,-15.879102834660232, -48.11158794203517,QR 413- Samambaia Norte- Casas
363,89900.0,Norte,2,Com condomínio,0.0,Com garagem,2,150.0,https://df.olx.com.br/distrito-federal-e-regiao/imoveis/agio-casa-samambaia-norte-1116345732,Casas,1,72320000.0,QR 410,2,-15.8591555086571, -48.07781388393629,QR 410- Samambaia Norte- Casas
1291,206000.0,Sul,2,Com condomínio,0.0,Sem garagem,0,43.0,https://df.olx.com.br/distrito-federal-e-regiao/imoveis/apartamento-2-quartos-padrao-em-samambaia-sul-1062440746,Apartamentos,1,72310010.0,QN 320 Conjunto 10,3,-15.874505597460054, -48.06054300742409,QR 320- Samambaia Sul- Apartamentos
743,175000.0,Norte,1,Com condomínio,0.0,Com garagem,1,33.0,https://df.olx.com.br/distrito-federal-e-regiao/imoveis/apartamento-para-tem-33-metros-quadrados-com-1-quarto-em-samambaia-norte-brasilia-df-1102851807,Apartamentos,1,72321003.0,QR 407 Conjunto 3,3,-15.876050241346821, -48.10125828557616,QR 407- Samambaia Norte- Apartamentos
1602,280000.0,Sul,3,Sem condomínio,0.0,Com garagem,2,190.0,https://df.olx.com.br/distrito-federal-e-regiao/imoveis/vendo-casa-na-qr-315-samambaia-sul-1103708871,Casas,1,72307607.0,QR 315 Conjunto 7,3,-15.891386139453608, -48.108849013894684,QR 315- Samambaia Sul- Casas
579,140000.0,Norte,3,Com condomínio,0.0,Com garagem,2,119.0,https://df.olx.com.br/distrito-federal-e-regiao/imoveis/oalmeida-casa-na-qr-423-samambaia-escriturada-140-mil-1098014664,Casas,1,72325200.0,,3,,,
1443,290000.0,Sul,4,Com condomínio,0.0,Com garagem,4,250.0,https://df.olx.com.br/distrito-federal-e-regiao/imoveis/casa-para-venda-com-250-metros-quadrados-com-4-quartos-em-samambaia-sul-brasilia-df-1108634810,,,,,3,,,
1071,195000.0,Norte,2,Sem condomínio,0.0,Com garagem,1,48.0,https://df.olx.com.br/distrito-federal-e-regiao/imoveis/excelente-apartamento-2-quartos-em-samambaia-norte-qr-408-apenas-r-195mil-1115574764,Apartamentos,1,72318300.0,QR 408,2,-15.862810942571167, -48.079925793846854,QR 408- Samambaia Norte- Apartamentos
653,210000.0,Sul,2,Com condomínio,0.0,Com garagem,1,60.0,https://df.olx.com.br/distrito-federal-e-regiao/imoveis/apartamento-qn-303-com-2-quartos-em-samambaia-sul-brasilia-df-1118212069,Apartamentos,1,72305000.0,QN 303,3,-15.882072521898367, -48.09155373078865,QR 303- Samambaia Sul- Apartamentos
1486,160000.0,Sul,2,Sem condomínio,0.0,Com garagem,1,,https://df.olx.com.br/distrito-federal-e-regiao/imoveis/casa-para-venda-quadra-121-samambaia-sul-1107436987,Casas,1,72312109.0,QR 506 Conjunto 9,3,-15.883518401146691, -48.07572232782848,QR 506- Samambaia Sul- Casas
418,250000.0,Sul,2,Com condomínio,300.0,Com garagem,1,59.0,https://df.olx.com.br/distrito-federal-e-regiao/imoveis/brasilia-apartamento-padrao-samambaia-sul-samambaia-1104113568,Apartamentos,2,72304000.0,QR 120,1,-15.866467705125428, -48.06214192392817,QR 120- Samambaia Sul- Apartamentos
1761,43000.0,Sul,1,Com condomínio,0.0,Com garagem,5,63.0,https://df.olx.com.br/distrito-federal-e-regiao/imoveis/agio-de-casa-na-qr-511-samambaia-sul-1054958407,Casas,1,72313713.0,QR 511 Conjunto 13,3,-15.891832465031948, -48.10133256223572,QR 511- Samambaia Sul- Casas
58,240000.0,Norte,2,Com condomínio,0.0,Com garagem,3,128.0,https://df.olx.com.br/distrito-federal-e-regiao/imoveis/casa-a-venda-em-samambaia-norte-qr-223-1118398737,Casas,1,72345200.0,QR 223,3,-15.889795701334274, -48.124362343442726,QR 223- Samambaia Norte- Casas
1082,209000.0,Sul,2,Com condomínio,0.0,Sem garagem,0,44.0,https://df.olx.com.br/distrito-federal-e-regiao/imoveis/apartamento-para-venda-possui-44-metros-quadrados-com-2-quartos-em-samambaia-sul-brasili-1085608981,Apartamentos,1,72309300.0,QR 321,3,-15.896158968539169, -48.11739441518057,QR 321- Samambaia Sul- Apartamentos
1192,275000.0,Sul,1,Sem condomínio,0.0,Sem garagem,0,72.0,https://df.olx.com.br/distrito-federal-e-regiao/imoveis/vendo-cobertura-72-m2-vazada-em-samambaia-proxima-ao-metro-entrega-proxima-1114161470,Apartamentos,1,72300647.0,Quadra 302 Conjunto 9,3,,,Quadra 302- Samambaia Sul- Apartamentos
2782,171000.0,Norte,2,Com condomínio,0.0,Sem garagem,0,33.0,https://df.olx.com.br/distrito-federal-e-regiao/imoveis/apartamento-2-qrts-com-melhores-condicoes-1110495020,Apartamentos,1,72321000.0,QR 407,3,-15.876050241346821, -48.10125828557616,QR 407- Samambaia Norte- Apartamentos
247,260000.0,Norte,3,Sem condomínio,0.0,Com garagem,4,216.0,https://df.olx.com.br/distrito-federal-e-regiao/imoveis/vendo-casa-em-samambaia-norte-1105911766,Casas,2,72341102.0,QR 203 Conjunto 2,3,-15.875172413590613, -48.09397966661189,QR 203- Samambaia Norte- Casas
2111,270000.0,Norte,2,Sem condomínio,0.0,Com garagem,1,54.0,https://df.olx.com.br/distrito-federal-e-regiao/imoveis/residencial-felicita-clube-otima-localizacao-1117047595,,,,,3,,,
