,house_price,house_region,n_bedrooms,has_condominium,value_condominium,has_garage,n_garage,house_size,house_hyperlink,house_category,n_bathrooms,zip_code,street_address,metro_distance,latitude,longitude,all_together
504,94500.0,Sul,3,Sem condomínio,0.0,Sem garagem,0,,https://df.olx.com.br/distrito-federal-e-regiao/imoveis/excelente-agio-505-samambaia-1096623364,Casas,2,72311800.0,QR 505,3,-15.8906866013751, -48.09376624204893,QR 505- Samambaia Sul- Casas
2706,171000.0,Norte,2,Com condomínio,0.0,Sem garagem,0,33.0,https://df.olx.com.br/distrito-federal-e-regiao/imoveis/ap-com-otimos-precos-1111428320,Apartamentos,1,72321000.0,QR 407,3,-15.876050241346821, -48.10125828557616,QR 407- Samambaia Norte- Apartamentos
1321,318795.0,Norte,2,Com condomínio,0.0,Com garagem,1,65.0,https://df.olx.com.br/distrito-federal-e-regiao/imoveis/apartamento-para-venda-possui-65-metros-quadrados-com-2-quartos-em-samambaia-norte-brasi-1112589030,Apartamentos,2,72320300.0,QI 416,3,-15.855954181583032, -48.06950116272218,QI 416- Samambaia Norte- Apartamentos
2319,206900.0,Sul,2,Com condomínio,0.0,Com garagem,1,42.0,https://df.olx.com.br/distrito-federal-e-regiao/imoveis/apartamento-pronto-para-morar-com-excelente-preco-1082225964,,,,,3,,,
2501,450000.0,Sul,3,Com condomínio,0.0,Sem garagem,0,90.0,https://df.olx.com.br/distrito-federal-e-regiao/imoveis/ac-imovel-a-venda-em-brasilia-df-1113826165,Casas,2,72302005.0,QR 104 Conjunto 5,1,-15.87411524884355, -48.081998606510666,QR 104- Samambaia Sul- Casas
955,150000.0,Norte,3,Com condomínio,0.0,Com garagem,2,126.0,https://df.olx.com.br/distrito-federal-e-regiao/imoveis/qr-423-casa-2-quartos-sala-cozinha-banheiro-kit-lateral-so-r-150-000-na-samambaia-no-1095580808,Casas,2,72325200.0,QR 423,3,-15.8851399022477, -48.124179267941564,QR 423- Samambaia Norte- Casas
908,430000.0,Sul,4,Com condomínio,0.0,Com garagem,3,200.0,https://df.olx.com.br/distrito-federal-e-regiao/imoveis/sobrado-com-4-quartos-na-qr320-em-samambaia-sul-brasilia-df-1087727164,Casas,2,72310108.0,QR 320 Conjunto 8,2,-15.872823165009999, -48.06078870487059,QR 320- Samambaia Sul- Casas
1724,55000.0,Sul,2,Com condomínio,0.0,Com garagem,1,55.0,https://df.olx.com.br/distrito-federal-e-regiao/imoveis/troco-en-agio-de-apartamento-em-samambaia-1094400021,,,,,3,,,
1098,185000.0,Norte,2,Com condomínio,0.0,Com garagem,1,33.0,https://df.olx.com.br/distrito-federal-e-regiao/imoveis/ap-1-ou-2-quartos-na-samambaia-muitas-vantagens-pelo-programa-casa-verde-e-amarela-1115333321,Apartamentos,1,72321003.0,QR 407 Conjunto 3,3,-15.876050241346821, -48.10125828557616,QR 407- Samambaia Norte- Apartamentos
2189,280000.0,Sul,2,Com condomínio,460.0,Com garagem,1,56.0,https://df.olx.com.br/distrito-federal-e-regiao/imoveis/residencial-sienna-992113743,Apartamentos,1,72312201.0,QN 508 Conjunto 1,3,-15.881223868482165, -48.07401905585764,QR 508- Samambaia Sul- Apartamentos
811,200000.0,Sul,2,Sem condomínio,0.0,Com garagem,2,126.0,https://df.olx.com.br/distrito-federal-e-regiao/imoveis/casa-de-2-quartos-escriturada-analisa-proposta-samambaia-sul-qr-313-1117255714,Casas,1,72307303.0,QR 313 Conjunto 3,3,-15.890086644152207, -48.10608774579253,QR 313- Samambaia Sul- Casas
762,215000.0,Norte,2,Com condomínio,0.0,Com garagem,2,112.0,https://df.olx.com.br/distrito-federal-e-regiao/imoveis/qr-417-so-215-000-financia-100-casa-2-quartos-kit-casa-na-samambaia-norte-1117584388,Casas,2,72323105.0,QR 417 Conjunto 5,3,-15.88154092836035, -48.11651788926065,QR 417- Samambaia Norte- Casas
1702,155000.0,Norte,2,Com condomínio,0.0,Com garagem,2,150.0,https://df.olx.com.br/distrito-federal-e-regiao/imoveis/casa-na-qr-427-samambaia-norte-1096918405,Casas,1,72327550.0,QS 427,3,-15.89191944671329, -48.13729111147043,QR 427- Samambaia Norte- Casas
1929,259900.0,Norte,3,Com condomínio,0.0,Sem garagem,0,200.0,https://df.olx.com.br/distrito-federal-e-regiao/imoveis/oportunidade-unica-casa-na-qr-203-3quartos-lote-200m-localizacao-privilegiada-confir-1118141380,Casas,2,72341102.0,QR 203 Conjunto 2,3,-15.875172413590613, -48.09397966661189,QR 203- Samambaia Norte- Casas
868,139000.0,Sul,2,Com condomínio,0.0,Com garagem,1,47.0,https://df.olx.com.br/distrito-federal-e-regiao/imoveis/apartamento-de-02-quartos-quadra-108-samambaia-sul-ao-lado-do-metro-so-142-000-1021177943,Apartamentos,1,72302251.0,QN 108 Conjunto 1,3,-15.870769824111989, -48.077487324960856,QR 108- Samambaia Sul- Apartamentos
1293,190000.0,Norte,3,Com condomínio,0.0,Com garagem,1,144.0,https://df.olx.com.br/distrito-federal-e-regiao/imoveis/casa-para-venda-possui-144-metros-quadrados-com-3-quartos-em-samambaia-norte-brasilia-1112903616,Casas,2,72331300.0,QR 607,3,-15.871753814596568, -48.10380545382008,QR 607- Samambaia Norte- Casas
2768,36000.0,Norte,3,Sem condomínio,0.0,Com garagem,2,,https://df.olx.com.br/distrito-federal-e-regiao/imoveis/vendo-agio-de-casa-aguas-lindas-1110705417,Casas,1,72319019.0,QR 401 Conjunto 19,3,-15.869261345322371, -48.09402396752223,QR 401- Samambaia Norte- Casas
478,550000.0,Norte,4,Sem condomínio,0.0,Com garagem,3,128.0,https://df.olx.com.br/distrito-federal-e-regiao/imoveis/casa-triplex-em-samambaia-norte-total-de-4-quartos-sendo-2-suites-garagem-para-3-carros-1048192752,Casas,4,72320216.0,QR 414 Conjunto 12,2,-15.857542742568548, -48.07193634305087,QR 414- Samambaia Norte- Casas
201,45000.0,Sul,1,Sem condomínio,0.0,Com garagem,1,,https://df.olx.com.br/distrito-federal-e-regiao/imoveis/casa-em-samambaia-1111452390,Casas,1,72301805.0,QR 121 Conjunto 5,3,-15.891402182996318, -48.119723652888055,QR 121- Samambaia Sul- Casas
2017,228247.0,Sul,3,Com condomínio,270.0,Com garagem,1,54.0,https://df.olx.com.br/distrito-federal-e-regiao/imoveis/apartamento-com-3-quartos-com-agio-de-r-75-000-00-1073929385,Apartamentos,1,72305503.0,QS 303 Conjunto 3 Comércio,3,-15.882072521898367, -48.09155373078865,QR 303- Samambaia Sul- Apartamentos
2498,180000.0,Norte,2,Com condomínio,0.0,Com garagem,1,33.0,https://df.olx.com.br/distrito-federal-e-regiao/imoveis/apartamento-2-qrts-conjugado-com-ate-zero-de-entrada-1102369194,Apartamentos,1,72321000.0,QR 407,3,-15.876050241346821, -48.10125828557616,QR 407- Samambaia Norte- Apartamentos
630,185000.0,Norte,2,Com condomínio,0.0,Com garagem,4,160.0,https://df.olx.com.br/distrito-federal-e-regiao/imoveis/excelente-casa-na-qr-221-samambaia-norte-1118329900,Casas,2,72345100.0,QR 221,3,-15.888406615173203, -48.120955895384036,QR 221- Samambaia Norte- Casas
1434,198977.0,Sul,2,Com condomínio,0.0,Com garagem,1,44.0,https://df.olx.com.br/distrito-federal-e-regiao/imoveis/apartamento-para-venda-com-44-metros-quadrados-com-2-quartos-em-samambaia-sul-brasilia-1056343647,,,,,3,,,
397,285000.0,Sul,3,Com condomínio,0.0,Com garagem,3,100.0,https://df.olx.com.br/distrito-federal-e-regiao/imoveis/brasilia-casa-padrao-samambaia-sul-samambaia-1067124867,Casas,1,72312600.0,QR 510,3,-15.88193830368694, -48.07073800075385,QR 510- Samambaia Sul- Casas
1120,240000.0,Norte,2,Com condomínio,0.0,Com garagem,1,120.0,https://df.olx.com.br/distrito-federal-e-regiao/imoveis/casa-2-quartos-samambaia-q-425-1018182168,Casas,1,72327000.0,QR 425,3,-15.886719306891207, -48.12779199022573,QR 425- Samambaia Norte- Casas
1590,400000.0,Norte,2,Com condomínio,0.0,Com garagem,2,105.0,https://df.olx.com.br/distrito-federal-e-regiao/imoveis/excelente-casa-com-2-quartos-na-qr-402-samambaia-norte-1104278075,,,,,3,,,
22,330000.0,Sul,3,Com condomínio,0.0,Com garagem,3,112.0,https://df.olx.com.br/distrito-federal-e-regiao/imoveis/samambaia-sul-casa-3-quartos-sendo-1-suite-1112861353,Casas,2,72308605.0,QR 316 Conjunto 5,2,-15.874245545749314, -48.065339030753876,QR 316- Samambaia Sul- Casas
1204,229900.0,Sul,2,Com condomínio,488.0,Com garagem,2,48.0,https://df.olx.com.br/distrito-federal-e-regiao/imoveis/apartamento-2-quartos-com-2-vagas-de-garagem-resid-vintage-303-samambaia-1071539747,Apartamentos,1,72305109.0,QR 303 Conjunto 9,3,-15.882072521898367, -48.09155373078865,QR 303- Samambaia Sul- Apartamentos
161,479000.0,Norte,3,Com condomínio,0.0,Com garagem,3,230.0,https://df.olx.com.br/distrito-federal-e-regiao/imoveis/casa-a-venda-samambaia-norte-qr-410-esquina-1113557492,Casas,1,72320001.0,QR 410 Conjunto 1,2,-15.8591555086571, -48.07781388393629,QR 410- Samambaia Norte- Casas
1527,250000.0,Sul,2,Sem condomínio,0.0,Com garagem,1,,https://df.olx.com.br/distrito-federal-e-regiao/imoveis/apartamento-02-quartos-01-suite-qr-120-samambaia-sul-df-1106662693,Apartamentos,2,72304020.0,QR 120 Conjunto 10A,1,-15.866467705125428, -48.06214192392817,QR 120- Samambaia Sul- Apartamentos
2242,75000.0,Norte,1,Com condomínio,250.0,Com garagem,1,33.0,https://df.olx.com.br/distrito-federal-e-regiao/imoveis/apto-mobiliado-e-planejado-e-andar-alto-1115777854,Apartamentos,1,72331550.0,QS 609,3,-15.873415321921176, -48.105770671567214,QR 609- Samambaia Norte- Apartamentos
308,210000.0,Norte,4,Sem condomínio,0.0,Com garagem,4,150.0,https://df.olx.com.br/distrito-federal-e-regiao/imoveis/casa-em-samambaia-norte-03-casas-no-lote-uma-de-2-quartos-e-duas-com-1-quarto-escritura-1096296601,Casas,4,72333300.0,QR 623,3,-15.881603608688964, -48.12742685525665,QR 623- Samambaia Norte- Casas
435,365000.0,Norte,5,Com condomínio,0.0,Com garagem,3,240.0,https://df.olx.com.br/distrito-federal-e-regiao/imoveis/brasilia-casa-padrao-samambaia-norte-samambaia-1082858299,Casas,3,72316027.0,QR 206 Conjunto 27,1,-15.868219059688109, -48.08074115350348,QR 206- Samambaia Norte- Casas
1629,280000.0,Norte,4,Com condomínio,0.0,Com garagem,3,250.0,https://df.olx.com.br/distrito-federal-e-regiao/imoveis/casa-para-venda-tem-250-metros-quadrados-com-4-quartos-em-samambaia-norte-brasilia-df-1102327446,,,,,3,,,
581,320000.0,Norte,2,Com condomínio,0.0,Com garagem,1,70.0,https://df.olx.com.br/distrito-federal-e-regiao/imoveis/apartamento-para-venda-possui-70-metros-quadrados-com-2-quartos-em-samambaia-norte-brasi-1105278500,Apartamentos,2,72320300.0,QI 416,3,-15.855954181583032, -48.06950116272218,QI 416- Samambaia Norte- Apartamentos
1229,250153.0,Sul,2,Com condomínio,0.0,Com garagem,1,61.0,https://df.olx.com.br/distrito-federal-e-regiao/imoveis/apartamento-para-venda-possui-61-metros-quadrados-com-2-quartos-em-samambaia-sul-brasili-1113558608,Apartamentos,2,72301560.0,QS 113,3,-15.885313464545222, -48.10826339265746,QR 113- Samambaia Sul- Apartamentos
692,550000.0,Sul,3,Com condomínio,0.0,Com garagem,3,260.0,https://df.olx.com.br/distrito-federal-e-regiao/imoveis/sobrado-3-qtos-qr-120-samambaia-df-df-1064401626,Casas,3,72304012.0,QR 120 Conjunto 12,1,-15.867649385377758, -48.06217117362418,QR 120- Samambaia Sul- Casas
1504,280000.0,Norte,4,Com condomínio,0.0,Com garagem,3,250.0,https://df.olx.com.br/distrito-federal-e-regiao/imoveis/casa-para-venda-possui-250-metros-quadrados-com-4-quartos-em-samambaia-norte-brasilia-1107113333,,,,,3,,,
656,170000.0,Norte,2,Com condomínio,0.0,Com garagem,1,33.0,https://df.olx.com.br/distrito-federal-e-regiao/imoveis/apartamento-para-venda-com-33-metros-quadrados-com-2-quartos-em-samambaia-norte-brasilia-1068463963,Apartamentos,1,72321006.0,QR 407 Conjunto 6,3,-15.876050241346821, -48.10125828557616,QR 407- Samambaia Norte- Apartamentos
2832,171000.0,Norte,2,Com condomínio,0.0,Sem garagem,0,33.0,https://df.olx.com.br/distrito-federal-e-regiao/imoveis/apartamento-2qrts-com-oportunidade-unica-1109845975,Apartamentos,1,72321000.0,QR 407,3,-15.876050241346821, -48.10125828557616,QR 407- Samambaia Norte- Apartamentos
1728,290000.0,Sul,2,Com condomínio,0.0,Com garagem,3,120.0,https://df.olx.com.br/distrito-federal-e-regiao/imoveis/qr-502-casa-2-quartos-samambaia-sul-na-laje-1092954115,Casas,3,72310400.0,QR 502,3,-15.88536392568552, -48.08177853891466,QR 502- Samambaia Sul- Casas
1050,145000.0,Sul,2,Com condomínio,371.0,Com garagem,1,41.0,https://df.olx.com.br/distrito-federal-e-regiao/imoveis/apartamento-com-2-dormitorios-a-venda-41-m-por-r-145-000-00-samambaia-sul-samambaia-1110646538,Apartamentos,1,72311503.0,QS 501 Conjunto 3 Comércio,3,-15.885865743653508, -48.08919442364523,QR 501- Samambaia Sul- Apartamentos
23,250000.0,Sul,2,Com condomínio,505.0,Com garagem,1,53.0,https://df.olx.com.br/distrito-federal-e-regiao/imoveis/samambaia-qr-120-lindo-condominio-com-suite-e-metro-ao-lado-lazer-completo-1108846907,Apartamentos,2,72304020.0,QR 120 Conjunto 10A,1,-15.866467705125428, -48.06214192392817,QR 120- Samambaia Sul- Apartamentos
2412,89900.0,Norte,2,Sem condomínio,0.0,Com garagem,2,,https://df.olx.com.br/distrito-federal-e-regiao/imoveis/excelente-oportunidade-agio-na-qr-410-1114554642,Casas,1,72320027.0,QR 410 Conjunto 24,2,-15.8591555086571, -48.07781388393629,QR 410- Samambaia Norte- Casas
127,128000.0,Sul,1,Com condomínio,0.0,Sem garagem,0,30.0,https://df.olx.com.br/distrito-federal-e-regiao/imoveis/apartamento-para-venda-em-samambaia-samambaia-sul-1-dormitorio-1-suite-1-banheiro-1097030003,Apartamentos,1,72308001.0,QN 312 Conjunto 1,3,-15.876737115665238, -48.06993093234583,QR 312- Samambaia Sul- Apartamentos
2572,171000.0,Norte,2,Com condomínio,0.0,Sem garagem,0,33.0,https://df.olx.com.br/distrito-federal-e-regiao/imoveis/apartamento-2qrt-com-otimos-precos-1112992097,Apartamentos,1,72321006.0,QR 407 Conjunto 6,3,-15.876050241346821, -48.10125828557616,QR 407- Samambaia Norte- Apartamentos
2144,80000.0,Sul,1,Com condomínio,370.0,Com garagem,1,38.0,https://df.olx.com.br/distrito-federal-e-regiao/imoveis/agio-de-apart-no-res-viver-melhor-1059844112,Apartamentos,1,72311803.0,QR 505 Conjunto 3,3,-15.889615608944593, -48.09442098601877,QR 505- Samambaia Sul- Apartamentos
1257,163890.0,Norte,2,Com condomínio,0.0,Com garagem,1,33.0,https://df.olx.com.br/distrito-federal-e-regiao/imoveis/apartamento-1e2-quartos-com-melhores-condicoes-em-samambaia-1090270868,Apartamentos,1,72321000.0,QR 407,3,-15.876050241346821, -48.10125828557616,QR 407- Samambaia Norte- Apartamentos
2052,162900.0,Sul,2,Com condomínio,0.0,Com garagem,1,33.0,https://df.olx.com.br/distrito-federal-e-regiao/imoveis/ap-com-muitas-facilidades-pelo-programa-casa-verde-e-amarela-1034009416,Apartamentos,1,72300507.0,Quadra 101 Conjunto 4,3,,,Quadra 101- Samambaia Sul- Apartamentos
273,340000.0,Sul,3,Sem condomínio,0.0,Sem garagem,0,,https://df.olx.com.br/distrito-federal-e-regiao/imoveis/casa-samambaia-qr-503-3-quartos-habite-se-1103339119,Casas,2,72311617.0,QR 503 Conjunto 15,3,-15.88883430655705, -48.090855198898474,QR 503- Samambaia Sul- Casas
1380,204000.0,Sul,2,Com condomínio,0.0,Com garagem,1,44.0,https://df.olx.com.br/distrito-federal-e-regiao/imoveis/apartamento-para-venda-com-44-metros-quadrados-com-2-quartos-em-samambaia-sul-brasilia-1067883287,Apartamentos,1,72309307.0,QR 321 Conjunto 7,3,-15.896158968539169, -48.11739441518057,QR 321- Samambaia Sul- Apartamentos
2869,163800.0,Norte,2,Com condomínio,0.0,Sem garagem,0,33.0,https://df.olx.com.br/distrito-federal-e-regiao/imoveis/apartamento-1e2-quartos-com-subsidio-de-ate-47mil-1083350066,Apartamentos,1,72321000.0,QR 407,3,-15.876050241346821, -48.10125828557616,QR 407- Samambaia Norte- Apartamentos
1021,330000.0,Norte,5,Com condomínio,0.0,Com garagem,3,171.0,https://df.olx.com.br/distrito-federal-e-regiao/imoveis/casa-para-venda-tem-171-metros-quadrados-com-5-quartos-em-samambaia-norte-brasilia-df-1115831983,,,,,3,,,
2528,212000.0,Sul,2,Com condomínio,0.0,Com garagem,1,42.0,https://df.olx.com.br/distrito-federal-e-regiao/imoveis/apartamento-2-quartos-com-melhores-precos-da-regiao-1101527658,,,,,3,,,
365,330000.0,Sul,2,Com condomínio,0.0,Com garagem,1,65.0,https://df.olx.com.br/distrito-federal-e-regiao/imoveis/brasilia-apartamento-padrao-samambaia-1068251988,Apartamentos,2,72300543.0,Quadra 301 Conjunto 7,3,,,Quadra 301- Samambaia Sul- Apartamentos
1932,254900.0,Norte,2,Com condomínio,0.0,Com garagem,2,113.0,https://df.olx.com.br/distrito-federal-e-regiao/imoveis/urgente-imperdivel-casa-na-qr-606-escriturada-2quartos-localizacao-privilegiada-sh-1118140891,Casas,1,72322201.0,QR 606 Conjunto 1,3,-15.858012381637142, -48.085856894840575,QR 606- Samambaia Norte- Casas
2385,164990.0,Norte,2,Com condomínio,0.0,Com garagem,1,47.0,https://df.olx.com.br/distrito-federal-e-regiao/imoveis/apartamento-terraco-e-garden-47-m2-facil-se-comprar-1017222807,Apartamentos,1,72321000.0,QR 407,3,-15.876050241346821, -48.10125828557616,QR 407- Samambaia Norte- Apartamentos
1216,208000.0,Sul,2,Com condomínio,0.0,Com garagem,1,44.0,https://df.olx.com.br/distrito-federal-e-regiao/imoveis/apartamento-para-venda-com-44-metros-quadrados-com-2-quartos-em-samambaia-sul-brasilia-1081776479,Apartamentos,1,72309303.0,QR 321 Conjunto 3,3,-15.896158968539169, -48.11739441518057,QR 321- Samambaia Sul- Apartamentos
732,230000.0,Sul,2,Com condomínio,396.0,Com garagem,1,57.0,https://df.olx.com.br/distrito-federal-e-regiao/imoveis/lindo-ap-2qts-residencial-helena-samambaia-sul-1084825230,Apartamentos,2,72302151.0,QN 106 Conjunto 1,3,-15.873270913201631, -48.079253147221706,QR 106- Samambaia Sul- Apartamentos
2750,210000.0,Sul,2,Com condomínio,1.0,Com garagem,2,112.0,https://df.olx.com.br/distrito-federal-e-regiao/imoveis/casa-grande-1110908453,Casas,,72314807.0,,3,,,
2464,167800.0,Norte,2,Com condomínio,0.0,Com garagem,1,52.0,https://df.olx.com.br/distrito-federal-e-regiao/imoveis/ap-pode-ser-1-ou-2-quartos-pelo-programa-casa-verde-e-amarela-1088843382,Apartamentos,1,72321007.0,QR 407 Conjunto 7,3,-15.876050241346821, -48.10125828557616,QR 407- Samambaia Norte- Apartamentos
2489,212300.0,Sul,2,Com condomínio,0.0,Com garagem,1,44.0,https://df.olx.com.br/distrito-federal-e-regiao/imoveis/apartamento-2-quartos-pronto-itbi-e-registro-gratis-programa-casa-verde-e-amarela-1097632815,Apartamentos,1,72309303.0,QR 321 Conjunto 3,3,-15.896158968539169, -48.11739441518057,QR 321- Samambaia Sul- Apartamentos
2101,100000.0,Norte,2,Sem condomínio,0.0,Sem garagem,0,,https://df.olx.com.br/distrito-federal-e-regiao/imoveis/credito-imobiliario-1117109309,Casas,,72319540.0,QN 403,3,-15.870328949155228, -48.09717465802693,QR 403- Samambaia Norte- Casas
1883,299000.0,Norte,2,Sem condomínio,0.0,Com garagem,2,105.0,https://df.olx.com.br/distrito-federal-e-regiao/imoveis/casa-de-2-quartos-1-suite-na-laje-aceita-financiamento-caixa-estrutura-p-2-pavimentos-1118348049,Casas,2,72322206.0,QR 606 Conjunto 6,3,-15.858012381637142, -48.085856894840575,QR 606- Samambaia Norte- Casas
2699,206000.0,Sul,2,Com condomínio,0.0,Com garagem,1,44.0,https://df.olx.com.br/distrito-federal-e-regiao/imoveis/ap-2-quartos-com-muitas-facilidades-veja-como-conseguir-1069479203,Apartamentos,1,72309307.0,QR 321 Conjunto 7,3,-15.896158968539169, -48.11739441518057,QR 321- Samambaia Sul- Apartamentos
2440,160000.0,Norte,1,Com condomínio,320.0,Sem garagem,0,35.0,https://df.olx.com.br/distrito-federal-e-regiao/imoveis/excelente-apartamento-de-01-quartos-com-suite-nascente-1114360891,Apartamentos,1,72320000.0,QR 410,2,-15.860899954620459, -48.07705924177919,QR 410- Samambaia Norte- Apartamentos
9,280000.0,Norte,2,Com condomínio,245.0,Com garagem,1,57.0,https://df.olx.com.br/distrito-federal-e-regiao/imoveis/samambaia-apartamento-padrao-samambaia-norte-samambaia-1104193208,Apartamentos,2,72322609.0,QR 612 Conjunto 8-A,3,-15.854471390078723, -48.07604798580723,QR 612- Samambaia Norte- Apartamentos
2629,500000.0,Norte,1,Sem condomínio,0.0,Sem garagem,0,192.0,https://df.olx.com.br/distrito-federal-e-regiao/imoveis/lote-quadra-02-enfrente-administracaoa-da-estrutural-1112333437,Casas,1,72320312.0,QI 416 Conjunto B,3,-15.855044924934832, -48.06887953246958,QI 416- Samambaia Norte- Casas
708,330000.0,Norte,5,Com condomínio,0.0,Com garagem,3,171.0,https://df.olx.com.br/distrito-federal-e-regiao/imoveis/casa-para-venda-tem-171-metros-quadrados-com-5-quartos-em-samambaia-norte-brasilia-df-1117890456,Casas,2,72319000.0,QR 401,3,-15.869261345322371, -48.09402396752223,QR 401- Samambaia Norte- Casas
1210,450000.0,Sul,3,Com condomínio,0.0,Com garagem,2,126.0,https://df.olx.com.br/distrito-federal-e-regiao/imoveis/casa-para-venda-possui-126-metros-quadrados-com-3-quartos-em-samambaia-sul-brasilia-df-1113797141,Casas,1,72314300.0,,3,,,
2104,179000.0,Norte,2,Com condomínio,314.0,Com garagem,1,52.0,https://df.olx.com.br/distrito-federal-e-regiao/imoveis/qs-406-otimo-apartamento-reformado-2-quartos-garagem-coberta-aceita-financiamento-1117085530,Apartamentos,1,72318571.0,QS 406 Conjunto A Comércio,3,-15.864429527293499, -48.08242791463846,QR 406- Samambaia Norte- Apartamentos
517,255000.0,Norte,3,Com condomínio,0.0,Com garagem,5,105.0,https://df.olx.com.br/distrito-federal-e-regiao/imoveis/qr-612-samambaia-norte-oportunidade-para-financiamento-1069505356,Casas,1,72322602.0,QR 612 Conjunto 2,3,-15.854094684286784, -48.07652005457276,QR 612- Samambaia Norte- Casas
